,index,along_track,time,x,y,xtilt,atilt,code,shifts,range_shift,npeaks
125,48,17.2273989629979,1696329570.89664,-28.7315334239975,-8.76951460109558,0.264381885528564,0.243451550602913,48kuka_stare_decon_Ku-Scat20231003-103908.nc,39,1.59728515625,3
126,49,17.2273989629979,1696329571.36168,-28.7315334239975,-8.76951460109558,0.264381885528564,0.243451550602913,49kuka_stare_decon_Ku-Scat20231003-103908.nc,37,1.5820263671875,4
127,50,17.5080526512215,1696329571.8263,-28.6524140066467,-8.49756546469871,-0.738066077232361,0.640024363994598,50kuka_stare_decon_Ku-Scat20231003-103908.nc,40,1.60491455078125,3
128,51,17.5080526512215,1696329572.29017,-28.6524140066467,-8.49756546469871,-0.738066077232361,0.640024363994598,51kuka_stare_decon_Ku-Scat20231003-103908.nc,38,1.58965576171875,4
129,52,18.1648884948011,1696329572.75516,-28.4518919228576,-7.86815997294616,-0.165238678455353,-0.604773581027985,52kuka_stare_decon_Ku-Scat20231003-103908.nc,41,1.6125439453125,2
130,53,18.1648884948011,1696329573.22006,-28.4518919228576,-7.86815997294616,-0.165238678455353,-0.604773581027985,53kuka_stare_decon_Ku-Scat20231003-103908.nc,40,1.60491455078125,3
131,54,18.5608557565997,1696329573.68496,-28.3023421335965,-7.50138085684739,-0.165238678455353,-0.604773581027985,54kuka_stare_decon_Ku-Scat20231003-103908.nc,39,1.59728515625,4
132,55,18.5608557565997,1696329574.14966,-28.3023421335965,-7.50138085684739,0.286413699388504,1.15777242183685,55kuka_stare_decon_Ku-Scat20231003-103908.nc,40,1.60491455078125,2
133,56,18.5608557565997,1696329574.61454,-28.3023421335965,-7.50138085684739,0.286413699388504,1.15777242183685,56kuka_stare_decon_Ku-Scat20231003-103908.nc,39,1.59728515625,2
134,57,18.8854494629721,1696329575.07938,-28.1754898787476,-7.20258009491954,-0.176254585385323,1.57637703418732,57kuka_stare_decon_Ku-Scat20231003-103908.nc,39,1.59728515625,5
135,58,18.8854494629721,1696329575.54428,-28.1754898787476,-7.20258009491954,-0.176254585385323,1.57637703418732,58kuka_stare_decon_Ku-Scat20231003-103908.nc,40,1.60491455078125,2
136,59,19.0991393935649,1696329576.00925,-28.0805912390351,-7.01085294375662,0.297429621219635,1.7085679769516,59kuka_stare_decon_Ku-Scat20231003-103908.nc,39,1.59728515625,2
137,62,19.238456766337,1696329577.40369,-28.0185938053764,-6.88591332512442,-0.055079560726881,1.02558147907257,62kuka_stare_decon_Ku-Scat20231003-103908.nc,38,1.58965576171875,3
138,63,19.2972372266255,1696329577.86854,-27.9916908964515,-6.83352656185161,-0.275397807359695,0.210403874516487,63kuka_stare_decon_Ku-Scat20231003-103908.nc,38,1.58965576171875,3
139,88,19.2614051915022,1696329589.48937,-28.0017328942195,-6.86824945069384,-0.550795614719391,0.276499450206757,88kuka_stare_decon_Ku-Scat20231003-103908.nc,37,1.5820263671875,3
140,89,19.2920527512831,1696329589.95434,-27.987563691102,-6.84099875169341,-0.550795614719391,0.276499450206757,89kuka_stare_decon_Ku-Scat20231003-103908.nc,36,1.57439697265625,2
141,90,19.2920527512831,1696329590.41916,-27.987563691102,-6.84099875169341,-0.110159121453762,0.0671970397233963,90kuka_stare_decon_Ku-Scat20231003-103908.nc,42,1.62017333984375,3
142,91,19.7526945334087,1696329590.88414,-27.7893623136915,-6.4249388941098,-0.110159121453762,0.0671970397233963,91kuka_stare_decon_Ku-Scat20231003-103908.nc,37,1.5820263671875,3
143,92,19.7526945334087,1696329591.34894,-27.7893623136915,-6.4249388941098,-0.319461435079575,-0.395471155643463,92kuka_stare_decon_Ku-Scat20231003-103908.nc,35,1.566767578125,3
144,93,20.0169119504807,1696329591.81362,-27.6838843859732,-6.18268657592125,-0.319461435079575,-0.395471155643463,93kuka_stare_decon_Ku-Scat20231003-103908.nc,40,1.60491455078125,2
145,142,19.9815219277827,1696329614.59127,-27.7167401001789,-6.2069105427945,-1.36597311496735,0.100244715809822,142kuka_stare_decon_Ku-Scat20231003-103908.nc,39,1.59728515625,2
146,143,20.0262910182378,1696329615.05598,-27.697127122432,-6.16662683908362,-1.36597311496735,0.100244715809822,143kuka_stare_decon_Ku-Scat20231003-103908.nc,34,1.55913818359375,3
147,144,20.0262910182378,1696329615.52086,-27.697127122432,-6.16662683908362,-0.859241127967835,0.232435658574104,144kuka_stare_decon_Ku-Scat20231003-103908.nc,33,1.5515087890625,3
148,145,20.443169155486,1696329615.98591,-27.5367710092105,-5.78174744267017,-0.859241127967835,0.232435658574104,145kuka_stare_decon_Ku-Scat20231003-103908.nc,31,1.53625,4
149,146,20.443169155486,1696329616.45081,-27.5367710092105,-5.78174744267017,-1.96083235740662,-0.164137169718742,146kuka_stare_decon_Ku-Scat20231003-103908.nc,32,1.54387939453125,4
150,147,20.8919922884128,1696329616.91565,-27.3509477260523,-5.37315264053177,-1.96083235740662,-0.164137169718742,147kuka_stare_decon_Ku-Scat20231003-103908.nc,34,1.55913818359375,2
151,148,20.8919922884128,1696329617.38039,-27.3509477260523,-5.37315264053177,-2.46756434440613,-1.24369645118713,148kuka_stare_decon_Ku-Scat20231003-103908.nc,33,1.5515087890625,2
152,149,21.5270647953734,1696329617.84536,-27.0603181887418,-4.80718685209286,-2.46756434440613,-1.24369645118713,149kuka_stare_decon_Ku-Scat20231003-103908.nc,34,1.55913818359375,3
