,hh,vv,hv,vh
0,0.020834309054884884,0.02383493724066397,0.02368828824387335,0.023703000958021116
1,0.0139877368729586,0.020948993394701507,0.020815564319220155,0.020828647814494332
2,0.0068887109347792784,0.014061487215759633,0.01395979250558992,0.01396887050749838
3,0.0022590381015799234,0.006921422176719004,0.006854784676572481,0.006859486731196103
4,0.00038484906067513325,0.0022672802900632195,0.0022303482995490007,0.002232049108027593
5,3.484871097702802e-05,0.0003857170618689399,0.00037263586260801644,0.0003731901957052035
6,6.339593086365696e-05,3.618314064096726e-05,4.0845372632723966e-05,4.140838665023015e-05
7,5.603655770873211e-05,6.541361147326209e-05,7.893920382953165e-05,7.968394471763027e-05
8,2.4041702133285333e-05,5.74515341655826e-05,7.065552640276936e-05,7.12886184956211e-05
9,9.822468578025426e-06,2.4972499241829515e-05,3.322121913051565e-05,3.3569351831132435e-05
10,4.4631187090491166e-06,1.0789791129758487e-05,1.4489892746355771e-05,1.46311740328987e-05
11,7.516710393739232e-07,5.202716172128186e-06,6.338191666354343e-06,6.398206279866538e-06
12,1.862559680014738e-06,7.847073759501688e-07,7.593081371598163e-07,7.777262507490677e-07
13,5.574363454658409e-06,1.443692528859284e-06,1.4455924641281878e-06,1.4382939663251963e-06
14,7.401281545142527e-06,5.4414100232832425e-06,6.510687108489707e-06,6.539696784610126e-06
15,7.15981155297696e-06,7.854683630784394e-06,9.925475605776653e-06,1.0053523375655596e-05
16,6.254585140668316e-06,7.85005530085743e-06,9.749340078797889e-06,9.970470934617641e-06
17,5.337259560749756e-06,6.773782629588101e-06,7.566668753387784e-06,7.816688543973105e-06
18,5.285142103155493e-06,5.618348485546156e-06,5.385635076050193e-06,5.602921276313278e-06
19,6.579103535101778e-06,5.403808993628234e-06,4.591986845610385e-06,4.7546539969051665e-06
20,8.021811598332207e-06,6.522422106179354e-06,5.199439885945046e-06,5.322472916059623e-06
21,7.849870806723373e-06,7.803823925266504e-06,5.923976975622957e-06,6.036785349340487e-06
22,5.770055250031996e-06,7.627055686530326e-06,5.620410520330627e-06,5.740472235917228e-06
