,hh,hv,vv,vh
343,-1.33514404296875,-1.3427734375,-1.33514404296875,-1.33514404296875
344,-1.3275146484375,-1.33514404296875,-1.3275146484375,-1.3275146484375
345,-1.31988525390625,-1.3275146484375,-1.31988525390625,-1.31988525390625
346,-1.312255859375,-1.31988525390625,-1.312255859375,-1.312255859375
347,-1.30462646484375,-1.312255859375,-1.30462646484375,-1.30462646484375
348,-1.2969970703125,-1.30462646484375,-1.2969970703125,-1.2969970703125
349,-1.28936767578125,-1.2969970703125,-1.28936767578125,-1.28936767578125
350,-1.28173828125,-1.28936767578125,-1.28173828125,-1.28173828125
351,-1.27410888671875,-1.28173828125,-1.27410888671875,-1.27410888671875
352,-1.2664794921875,-1.27410888671875,-1.2664794921875,-1.2664794921875
353,-1.25885009765625,-1.2664794921875,-1.25885009765625,-1.25885009765625
354,-1.251220703125,-1.25885009765625,-1.251220703125,-1.251220703125
355,-1.24359130859375,-1.251220703125,-1.24359130859375,-1.24359130859375
356,-1.2359619140625,-1.24359130859375,-1.2359619140625,-1.2359619140625
357,-1.22833251953125,-1.2359619140625,-1.22833251953125,-1.22833251953125
358,-1.220703125,-1.22833251953125,-1.220703125,-1.220703125
359,-1.21307373046875,-1.220703125,-1.21307373046875,-1.21307373046875
360,-1.2054443359375,-1.21307373046875,-1.2054443359375,-1.2054443359375
361,-1.19781494140625,-1.2054443359375,-1.19781494140625,-1.19781494140625
362,-1.190185546875,-1.19781494140625,-1.190185546875,-1.190185546875
363,-1.18255615234375,-1.190185546875,-1.18255615234375,-1.18255615234375
364,-1.1749267578125,-1.18255615234375,-1.1749267578125,-1.1749267578125
365,-1.16729736328125,-1.1749267578125,-1.16729736328125,-1.16729736328125
366,-1.15966796875,-1.16729736328125,-1.15966796875,-1.15966796875
367,-1.15203857421875,-1.15966796875,-1.15203857421875,-1.15203857421875
368,-1.1444091796875,-1.15203857421875,-1.1444091796875,-1.1444091796875
369,-1.13677978515625,-1.1444091796875,-1.13677978515625,-1.13677978515625
370,-1.129150390625,-1.13677978515625,-1.129150390625,-1.129150390625
371,-1.12152099609375,-1.129150390625,-1.12152099609375,-1.12152099609375
372,-1.1138916015625,-1.12152099609375,-1.1138916015625,-1.1138916015625
373,-1.10626220703125,-1.1138916015625,-1.10626220703125,-1.10626220703125
374,-1.0986328125,-1.10626220703125,-1.0986328125,-1.0986328125
375,-1.09100341796875,-1.0986328125,-1.09100341796875,-1.09100341796875
376,-1.0833740234375,-1.09100341796875,-1.0833740234375,-1.0833740234375
377,-1.07574462890625,-1.0833740234375,-1.07574462890625,-1.07574462890625
