,hh,hv,vv,vh
87,-3.29132080078125,-3.29132080078125,-3.29132080078125,-3.2867431640625
88,-3.2867431640625,-3.2867431640625,-3.2867431640625,-3.28216552734375
89,-3.28216552734375,-3.28216552734375,-3.28216552734375,-3.277587890625
90,-3.277587890625,-3.277587890625,-3.277587890625,-3.27301025390625
91,-3.27301025390625,-3.27301025390625,-3.27301025390625,-3.2684326171875
92,-3.2684326171875,-3.2684326171875,-3.2684326171875,-3.26385498046875
93,-3.26385498046875,-3.26385498046875,-3.26385498046875,-3.25927734375
94,-3.25927734375,-3.25927734375,-3.25927734375,-3.25469970703125
95,-3.25469970703125,-3.25469970703125,-3.25469970703125,-3.2501220703125
96,-3.2501220703125,-3.2501220703125,-3.2501220703125,-3.24554443359375
97,-3.24554443359375,-3.24554443359375,-3.24554443359375,-3.240966796875
98,-3.240966796875,-3.240966796875,-3.240966796875,-3.23638916015625
99,-3.23638916015625,-3.23638916015625,-3.23638916015625,-3.2318115234375
100,-3.2318115234375,-3.2318115234375,-3.2318115234375,-3.22723388671875
101,-3.22723388671875,-3.22723388671875,-3.22723388671875,-3.22265625
102,-3.22265625,-3.22265625,-3.22265625,-3.21807861328125
103,-3.21807861328125,-3.21807861328125,-3.21807861328125,-3.2135009765625
104,-3.2135009765625,-3.2135009765625,-3.2135009765625,-3.20892333984375
105,-3.20892333984375,-3.20892333984375,-3.20892333984375,-3.204345703125
106,-3.204345703125,-3.204345703125,-3.204345703125,-3.19976806640625
107,-3.19976806640625,-3.19976806640625,-3.19976806640625,-3.1951904296875
108,-3.1951904296875,-3.1951904296875,-3.1951904296875,-3.19061279296875
109,-3.19061279296875,-3.19061279296875,-3.19061279296875,-3.18603515625
110,-3.18603515625,-3.18603515625,-3.18603515625,-3.18145751953125
111,-3.18145751953125,-3.18145751953125,-3.18145751953125,-3.1768798828125
112,-3.1768798828125,-3.1768798828125,-3.1768798828125,-3.17230224609375
113,-3.17230224609375,-3.17230224609375,-3.17230224609375,-3.167724609375
114,-3.167724609375,-3.167724609375,-3.167724609375,-3.16314697265625
115,-3.16314697265625,-3.16314697265625,-3.16314697265625,-3.1585693359375
116,-3.1585693359375,-3.1585693359375,-3.1585693359375,-3.15399169921875
117,-3.15399169921875,-3.15399169921875,-3.15399169921875,-3.1494140625
118,-3.1494140625,-3.1494140625,-3.1494140625,-3.14483642578125
119,-3.14483642578125,-3.14483642578125,-3.14483642578125,-3.1402587890625
120,-3.1402587890625,-3.1402587890625,-3.1402587890625,-3.13568115234375
121,-3.13568115234375,-3.13568115234375,-3.13568115234375,-3.131103515625
122,-3.131103515625,-3.131103515625,-3.131103515625,-3.12652587890625
123,-3.12652587890625,-3.12652587890625,-3.12652587890625,-3.1219482421875
124,-3.1219482421875,-3.1219482421875,-3.1219482421875,-3.11737060546875
125,-3.11737060546875,-3.11737060546875,-3.11737060546875,-3.11279296875
126,-3.11279296875,-3.11279296875,-3.11279296875,-3.10821533203125
127,-3.10821533203125,-3.10821533203125,-3.10821533203125,-3.1036376953125
128,-3.1036376953125,-3.1036376953125,-3.1036376953125,-3.09906005859375
129,-3.09906005859375,-3.09906005859375,-3.09906005859375,-3.094482421875
130,-3.094482421875,-3.094482421875,-3.094482421875,-3.08990478515625
131,-3.08990478515625,-3.08990478515625,-3.08990478515625,-3.0853271484375
132,-3.0853271484375,-3.0853271484375,-3.0853271484375,-3.08074951171875
133,-3.08074951171875,-3.08074951171875,-3.08074951171875,-3.076171875
134,-3.076171875,-3.076171875,-3.076171875,-3.07159423828125
135,-3.07159423828125,-3.07159423828125,-3.07159423828125,-3.0670166015625
136,-3.0670166015625,-3.0670166015625,-3.0670166015625,-3.06243896484375
137,-3.06243896484375,-3.06243896484375,-3.06243896484375,-3.057861328125
138,-3.057861328125,-3.057861328125,-3.057861328125,-3.05328369140625
139,-3.05328369140625,-3.05328369140625,-3.05328369140625,-3.0487060546875
140,-3.0487060546875,-3.0487060546875,-3.0487060546875,-3.04412841796875
141,-3.04412841796875,-3.04412841796875,-3.04412841796875,-3.03955078125
142,-3.03955078125,-3.03955078125,-3.03955078125,-3.03497314453125
143,-3.03497314453125,-3.03497314453125,-3.03497314453125,-3.0303955078125
144,-3.0303955078125,-3.0303955078125,-3.0303955078125,-3.02581787109375
145,-3.02581787109375,-3.02581787109375,-3.02581787109375,-3.021240234375
146,-3.021240234375,-3.021240234375,-3.021240234375,-3.01666259765625
147,-3.01666259765625,-3.01666259765625,-3.01666259765625,-3.0120849609375
148,-3.0120849609375,-3.0120849609375,-3.0120849609375,-3.00750732421875
149,-3.00750732421875,-3.00750732421875,-3.00750732421875,-3.0029296875
150,-3.0029296875,-3.0029296875,-3.0029296875,-2.99835205078125
151,-2.99835205078125,-2.99835205078125,-2.99835205078125,-2.9937744140625
152,-2.9937744140625,-2.9937744140625,-2.9937744140625,-2.98919677734375
153,-2.98919677734375,-2.98919677734375,-2.98919677734375,-2.984619140625
154,-2.984619140625,-2.984619140625,-2.984619140625,-2.98004150390625
155,-2.98004150390625,-2.98004150390625,-2.98004150390625,-2.9754638671875
156,-2.9754638671875,-2.9754638671875,-2.9754638671875,-2.97088623046875
157,-2.97088623046875,-2.97088623046875,-2.97088623046875,-2.96630859375
158,-2.96630859375,-2.96630859375,-2.96630859375,-2.96173095703125
159,-2.96173095703125,-2.96173095703125,-2.96173095703125,-2.9571533203125
160,-2.9571533203125,-2.9571533203125,-2.9571533203125,-2.95257568359375
161,-2.95257568359375,-2.95257568359375,-2.95257568359375,-2.947998046875
162,-2.947998046875,-2.947998046875,-2.947998046875,-2.94342041015625
163,-2.94342041015625,-2.94342041015625,-2.94342041015625,-2.9388427734375
164,-2.9388427734375,-2.9388427734375,-2.9388427734375,-2.93426513671875
165,-2.93426513671875,-2.93426513671875,-2.93426513671875,-2.9296875
166,-2.9296875,-2.9296875,-2.9296875,-2.92510986328125
167,-2.92510986328125,-2.92510986328125,-2.92510986328125,-2.9205322265625
168,-2.9205322265625,-2.9205322265625,-2.9205322265625,-2.91595458984375
169,-2.91595458984375,-2.91595458984375,-2.91595458984375,-2.911376953125
170,-2.911376953125,-2.911376953125,-2.911376953125,-2.90679931640625
171,-2.90679931640625,-2.90679931640625,-2.90679931640625,-2.9022216796875
172,-2.9022216796875,-2.9022216796875,-2.9022216796875,-2.89764404296875
173,-2.89764404296875,-2.89764404296875,-2.89764404296875,-2.89306640625
174,-2.89306640625,-2.89306640625,-2.89306640625,-2.88848876953125
175,-2.88848876953125,-2.88848876953125,-2.88848876953125,-2.8839111328125
176,-2.8839111328125,-2.8839111328125,-2.8839111328125,-2.87933349609375
177,-2.87933349609375,-2.87933349609375,-2.87933349609375,-2.874755859375
178,-2.874755859375,-2.874755859375,-2.874755859375,-2.87017822265625
179,-2.87017822265625,-2.87017822265625,-2.87017822265625,-2.8656005859375
180,-2.8656005859375,-2.8656005859375,-2.8656005859375,-2.86102294921875
181,-2.86102294921875,-2.86102294921875,-2.86102294921875,-2.8564453125
182,-2.8564453125,-2.8564453125,-2.8564453125,-2.85186767578125
183,-2.85186767578125,-2.85186767578125,-2.85186767578125,-2.8472900390625
184,-2.8472900390625,-2.8472900390625,-2.8472900390625,-2.84271240234375
185,-2.84271240234375,-2.84271240234375,-2.84271240234375,-2.838134765625
186,-2.838134765625,-2.838134765625,-2.838134765625,-2.83355712890625
187,-2.83355712890625,-2.83355712890625,-2.83355712890625,-2.8289794921875
188,-2.8289794921875,-2.8289794921875,-2.8289794921875,-2.82440185546875
189,-2.82440185546875,-2.82440185546875,-2.82440185546875,-2.81982421875
190,-2.81982421875,-2.81982421875,-2.81982421875,-2.81524658203125
191,-2.81524658203125,-2.81524658203125,-2.81524658203125,-2.8106689453125
192,-2.8106689453125,-2.8106689453125,-2.8106689453125,-2.80609130859375
193,-2.80609130859375,-2.80609130859375,-2.80609130859375,-2.801513671875
194,-2.801513671875,-2.801513671875,-2.801513671875,-2.79693603515625
195,-2.79693603515625,-2.79693603515625,-2.79693603515625,-2.7923583984375
196,-2.7923583984375,-2.7923583984375,-2.7923583984375,-2.78778076171875
197,-2.78778076171875,-2.78778076171875,-2.78778076171875,-2.783203125
198,-2.783203125,-2.783203125,-2.783203125,-2.77862548828125
199,-2.77862548828125,-2.77862548828125,-2.77862548828125,-2.7740478515625
200,-2.7740478515625,-2.7740478515625,-2.7740478515625,-2.76947021484375
201,-2.76947021484375,-2.76947021484375,-2.76947021484375,-2.764892578125
202,-2.764892578125,-2.764892578125,-2.764892578125,-2.76031494140625
203,-2.76031494140625,-2.76031494140625,-2.76031494140625,-2.7557373046875
204,-2.7557373046875,-2.7557373046875,-2.7557373046875,-2.75115966796875
205,-2.75115966796875,-2.75115966796875,-2.75115966796875,-2.74658203125
206,-2.74658203125,-2.74658203125,-2.74658203125,-2.74200439453125
207,-2.74200439453125,-2.74200439453125,-2.74200439453125,-2.7374267578125
208,-2.7374267578125,-2.7374267578125,-2.7374267578125,-2.73284912109375
209,-2.73284912109375,-2.73284912109375,-2.73284912109375,-2.728271484375
210,-2.728271484375,-2.728271484375,-2.728271484375,-2.72369384765625
211,-2.72369384765625,-2.72369384765625,-2.72369384765625,-2.7191162109375
212,-2.7191162109375,-2.7191162109375,-2.7191162109375,-2.71453857421875
213,-2.71453857421875,-2.71453857421875,-2.71453857421875,-2.7099609375
214,-2.7099609375,-2.7099609375,-2.7099609375,-2.70538330078125
215,-2.70538330078125,-2.70538330078125,-2.70538330078125,-2.7008056640625
216,-2.7008056640625,-2.7008056640625,-2.7008056640625,-2.69622802734375
217,-2.69622802734375,-2.69622802734375,-2.69622802734375,-2.691650390625
218,-2.691650390625,-2.691650390625,-2.691650390625,-2.68707275390625
219,-2.68707275390625,-2.68707275390625,-2.68707275390625,-2.6824951171875
220,-2.6824951171875,-2.6824951171875,-2.6824951171875,-2.67791748046875
221,-2.67791748046875,-2.67791748046875,-2.67791748046875,-2.67333984375
222,-2.67333984375,-2.67333984375,-2.67333984375,-2.66876220703125
223,-2.66876220703125,-2.66876220703125,-2.66876220703125,-2.6641845703125
224,-2.6641845703125,-2.6641845703125,-2.6641845703125,-2.65960693359375
225,-2.65960693359375,-2.65960693359375,-2.65960693359375,-2.655029296875
226,-2.655029296875,-2.655029296875,-2.655029296875,-2.65045166015625
227,-2.65045166015625,-2.65045166015625,-2.65045166015625,-2.6458740234375
228,-2.6458740234375,-2.6458740234375,-2.6458740234375,-2.64129638671875
229,-2.64129638671875,-2.64129638671875,-2.64129638671875,-2.63671875
230,-2.63671875,-2.63671875,-2.63671875,-2.63214111328125
231,-2.63214111328125,-2.63214111328125,-2.63214111328125,-2.6275634765625
232,-2.6275634765625,-2.6275634765625,-2.6275634765625,-2.62298583984375
233,-2.62298583984375,-2.62298583984375,-2.62298583984375,-2.618408203125
234,-2.618408203125,-2.618408203125,-2.618408203125,-2.61383056640625
235,-2.61383056640625,-2.61383056640625,-2.61383056640625,-2.6092529296875
236,-2.6092529296875,-2.6092529296875,-2.6092529296875,-2.60467529296875
237,-2.60467529296875,-2.60467529296875,-2.60467529296875,-2.60009765625
238,-2.60009765625,-2.60009765625,-2.60009765625,-2.59552001953125
239,-2.59552001953125,-2.59552001953125,-2.59552001953125,-2.5909423828125
240,-2.5909423828125,-2.5909423828125,-2.5909423828125,-2.58636474609375
241,-2.58636474609375,-2.58636474609375,-2.58636474609375,-2.581787109375
242,-2.581787109375,-2.581787109375,-2.581787109375,-2.57720947265625
243,-2.57720947265625,-2.57720947265625,-2.57720947265625,-2.5726318359375
244,-2.5726318359375,-2.5726318359375,-2.5726318359375,-2.56805419921875
245,-2.56805419921875,-2.56805419921875,-2.56805419921875,-2.5634765625
246,-2.5634765625,-2.5634765625,-2.5634765625,-2.55889892578125
247,-2.55889892578125,-2.55889892578125,-2.55889892578125,-2.5543212890625
248,-2.5543212890625,-2.5543212890625,-2.5543212890625,-2.54974365234375
249,-2.54974365234375,-2.54974365234375,-2.54974365234375,-2.545166015625
250,-2.545166015625,-2.545166015625,-2.545166015625,-2.54058837890625
251,-2.54058837890625,-2.54058837890625,-2.54058837890625,-2.5360107421875
252,-2.5360107421875,-2.5360107421875,-2.5360107421875,-2.53143310546875
253,-2.53143310546875,-2.53143310546875,-2.53143310546875,-2.52685546875
254,-2.52685546875,-2.52685546875,-2.52685546875,-2.52227783203125
255,-2.52227783203125,-2.52227783203125,-2.52227783203125,-2.5177001953125
256,-2.5177001953125,-2.5177001953125,-2.5177001953125,-2.51312255859375
257,-2.51312255859375,-2.51312255859375,-2.51312255859375,-2.508544921875
258,-2.508544921875,-2.508544921875,-2.508544921875,-2.50396728515625
259,-2.50396728515625,-2.50396728515625,-2.50396728515625,-2.4993896484375
260,-2.4993896484375,-2.4993896484375,-2.4993896484375,-2.49481201171875
261,-2.49481201171875,-2.49481201171875,-2.49481201171875,-2.490234375
262,-2.490234375,-2.490234375,-2.490234375,-2.48565673828125
263,-2.48565673828125,-2.48565673828125,-2.48565673828125,-2.4810791015625
264,-2.4810791015625,-2.4810791015625,-2.4810791015625,-2.47650146484375
265,-2.47650146484375,-2.47650146484375,-2.47650146484375,-2.471923828125
266,-2.471923828125,-2.471923828125,-2.471923828125,-2.46734619140625
267,-2.46734619140625,-2.46734619140625,-2.46734619140625,-2.4627685546875
268,-2.4627685546875,-2.4627685546875,-2.4627685546875,-2.45819091796875
269,-2.45819091796875,-2.45819091796875,-2.45819091796875,-2.45361328125
270,-2.45361328125,-2.45361328125,-2.45361328125,-2.44903564453125
271,-2.44903564453125,-2.44903564453125,-2.44903564453125,-2.4444580078125
272,-2.4444580078125,-2.4444580078125,-2.4444580078125,-2.43988037109375
273,-2.43988037109375,-2.43988037109375,-2.43988037109375,-2.435302734375
274,-2.435302734375,-2.435302734375,-2.435302734375,-2.43072509765625
275,-2.43072509765625,-2.43072509765625,-2.43072509765625,-2.4261474609375
276,-2.4261474609375,-2.4261474609375,-2.4261474609375,-2.42156982421875
277,-2.42156982421875,-2.42156982421875,-2.42156982421875,-2.4169921875
278,-2.4169921875,-2.4169921875,-2.4169921875,-2.41241455078125
279,-2.41241455078125,-2.41241455078125,-2.41241455078125,-2.4078369140625
280,-2.4078369140625,-2.4078369140625,-2.4078369140625,-2.40325927734375
281,-2.40325927734375,-2.40325927734375,-2.40325927734375,-2.398681640625
282,-2.398681640625,-2.398681640625,-2.398681640625,-2.39410400390625
283,-2.39410400390625,-2.39410400390625,-2.39410400390625,-2.3895263671875
284,-2.3895263671875,-2.3895263671875,-2.3895263671875,-2.38494873046875
285,-2.38494873046875,-2.38494873046875,-2.38494873046875,-2.38037109375
286,-2.38037109375,-2.38037109375,-2.38037109375,-2.37579345703125
287,-2.37579345703125,-2.37579345703125,-2.37579345703125,-2.3712158203125
288,-2.3712158203125,-2.3712158203125,-2.3712158203125,-2.36663818359375
289,-2.36663818359375,-2.36663818359375,-2.36663818359375,-2.362060546875
290,-2.362060546875,-2.362060546875,-2.362060546875,-2.35748291015625
291,-2.35748291015625,-2.35748291015625,-2.35748291015625,-2.3529052734375
292,-2.3529052734375,-2.3529052734375,-2.3529052734375,-2.34832763671875
293,-2.34832763671875,-2.34832763671875,-2.34832763671875,-2.34375
294,-2.34375,-2.34375,-2.34375,-2.33917236328125
295,-2.33917236328125,-2.33917236328125,-2.33917236328125,-2.3345947265625
296,-2.3345947265625,-2.3345947265625,-2.3345947265625,-2.33001708984375
297,-2.33001708984375,-2.33001708984375,-2.33001708984375,-2.325439453125
298,-2.325439453125,-2.325439453125,-2.325439453125,-2.32086181640625
299,-2.32086181640625,-2.32086181640625,-2.32086181640625,-2.3162841796875
300,-2.3162841796875,-2.3162841796875,-2.3162841796875,-2.31170654296875
301,-2.31170654296875,-2.31170654296875,-2.31170654296875,-2.30712890625
302,-2.30712890625,-2.30712890625,-2.30712890625,-2.30255126953125
303,-2.30255126953125,-2.30255126953125,-2.30255126953125,-2.2979736328125
304,-2.2979736328125,-2.2979736328125,-2.2979736328125,-2.29339599609375
305,-2.29339599609375,-2.29339599609375,-2.29339599609375,-2.288818359375
306,-2.288818359375,-2.288818359375,-2.288818359375,-2.28424072265625
307,-2.28424072265625,-2.28424072265625,-2.28424072265625,-2.2796630859375
308,-2.2796630859375,-2.2796630859375,-2.2796630859375,-2.27508544921875
309,-2.27508544921875,-2.27508544921875,-2.27508544921875,-2.2705078125
310,-2.2705078125,-2.2705078125,-2.2705078125,-2.26593017578125
311,-2.26593017578125,-2.26593017578125,-2.26593017578125,-2.2613525390625
312,-2.2613525390625,-2.2613525390625,-2.2613525390625,-2.25677490234375
313,-2.25677490234375,-2.25677490234375,-2.25677490234375,-2.252197265625
314,-2.252197265625,-2.252197265625,-2.252197265625,-2.24761962890625
315,-2.24761962890625,-2.24761962890625,-2.24761962890625,-2.2430419921875
316,-2.2430419921875,-2.2430419921875,-2.2430419921875,-2.23846435546875
317,-2.23846435546875,-2.23846435546875,-2.23846435546875,-2.23388671875
318,-2.23388671875,-2.23388671875,-2.23388671875,-2.22930908203125
319,-2.22930908203125,-2.22930908203125,-2.22930908203125,-2.2247314453125
320,-2.2247314453125,-2.2247314453125,-2.2247314453125,-2.22015380859375
321,-2.22015380859375,-2.22015380859375,-2.22015380859375,-2.215576171875
322,-2.215576171875,-2.215576171875,-2.215576171875,-2.21099853515625
323,-2.21099853515625,-2.21099853515625,-2.21099853515625,-2.2064208984375
324,-2.2064208984375,-2.2064208984375,-2.2064208984375,-2.20184326171875
325,-2.20184326171875,-2.20184326171875,-2.20184326171875,-2.197265625
326,-2.197265625,-2.197265625,-2.197265625,-2.19268798828125
327,-2.19268798828125,-2.19268798828125,-2.19268798828125,-2.1881103515625
328,-2.1881103515625,-2.1881103515625,-2.1881103515625,-2.18353271484375
329,-2.18353271484375,-2.18353271484375,-2.18353271484375,-2.178955078125
330,-2.178955078125,-2.178955078125,-2.178955078125,-2.17437744140625
331,-2.17437744140625,-2.17437744140625,-2.17437744140625,-2.1697998046875
332,-2.1697998046875,-2.1697998046875,-2.1697998046875,-2.16522216796875
333,-2.16522216796875,-2.16522216796875,-2.16522216796875,-2.16064453125
334,-2.16064453125,-2.16064453125,-2.16064453125,-2.15606689453125
335,-2.15606689453125,-2.15606689453125,-2.15606689453125,-2.1514892578125
336,-2.1514892578125,-2.1514892578125,-2.1514892578125,-2.14691162109375
337,-2.14691162109375,-2.14691162109375,-2.14691162109375,-2.142333984375
338,-2.142333984375,-2.142333984375,-2.142333984375,-2.13775634765625
339,-2.13775634765625,-2.13775634765625,-2.13775634765625,-2.1331787109375
340,-2.1331787109375,-2.1331787109375,-2.1331787109375,-2.12860107421875
341,-2.12860107421875,-2.12860107421875,-2.12860107421875,-2.1240234375
342,-2.1240234375,-2.1240234375,-2.1240234375,-2.11944580078125
343,-2.11944580078125,-2.11944580078125,-2.11944580078125,-2.1148681640625
344,-2.1148681640625,-2.1148681640625,-2.1148681640625,-2.11029052734375
345,-2.11029052734375,-2.11029052734375,-2.11029052734375,-2.105712890625
346,-2.105712890625,-2.105712890625,-2.105712890625,-2.10113525390625
347,-2.10113525390625,-2.10113525390625,-2.10113525390625,-2.0965576171875
348,-2.0965576171875,-2.0965576171875,-2.0965576171875,-2.09197998046875
349,-2.09197998046875,-2.09197998046875,-2.09197998046875,-2.08740234375
350,-2.08740234375,-2.08740234375,-2.08740234375,-2.08282470703125
351,-2.08282470703125,-2.08282470703125,-2.08282470703125,-2.0782470703125
352,-2.0782470703125,-2.0782470703125,-2.0782470703125,-2.07366943359375
353,-2.07366943359375,-2.07366943359375,-2.07366943359375,-2.069091796875
354,-2.069091796875,-2.069091796875,-2.069091796875,-2.06451416015625
355,-2.06451416015625,-2.06451416015625,-2.06451416015625,-2.0599365234375
356,-2.0599365234375,-2.0599365234375,-2.0599365234375,-2.05535888671875
357,-2.05535888671875,-2.05535888671875,-2.05535888671875,-2.05078125
358,-2.05078125,-2.05078125,-2.05078125,-2.04620361328125
359,-2.04620361328125,-2.04620361328125,-2.04620361328125,-2.0416259765625
360,-2.0416259765625,-2.0416259765625,-2.0416259765625,-2.03704833984375
361,-2.03704833984375,-2.03704833984375,-2.03704833984375,-2.032470703125
362,-2.032470703125,-2.032470703125,-2.032470703125,-2.02789306640625
363,-2.02789306640625,-2.02789306640625,-2.02789306640625,-2.0233154296875
364,-2.0233154296875,-2.0233154296875,-2.0233154296875,-2.01873779296875
365,-2.01873779296875,-2.01873779296875,-2.01873779296875,-2.01416015625
366,-2.01416015625,-2.01416015625,-2.01416015625,-2.00958251953125
367,-2.00958251953125,-2.00958251953125,-2.00958251953125,-2.0050048828125
368,-2.0050048828125,-2.0050048828125,-2.0050048828125,-2.00042724609375
369,-2.00042724609375,-2.00042724609375,-2.00042724609375,-1.995849609375
370,-1.995849609375,-1.995849609375,-1.995849609375,-1.99127197265625
371,-1.99127197265625,-1.99127197265625,-1.99127197265625,-1.9866943359375
372,-1.9866943359375,-1.9866943359375,-1.9866943359375,-1.98211669921875
373,-1.98211669921875,-1.98211669921875,-1.98211669921875,-1.9775390625
374,-1.9775390625,-1.9775390625,-1.9775390625,-1.97296142578125
375,-1.97296142578125,-1.97296142578125,-1.97296142578125,-1.9683837890625
376,-1.9683837890625,-1.9683837890625,-1.9683837890625,-1.96380615234375
377,-1.96380615234375,-1.96380615234375,-1.96380615234375,-1.959228515625
